Brand,Model,Year,Mileage_kmpl,Engine_CC,Horsepower,Fuel_Type,Transmission,Owner_Type,Color,City,Kms_Driven,Insurance_Valid,Service_History,Accidents,Tax_Paid,Number_of_Doors,Seats,Registration_Age,Price
BMW,3 Series,2009,20.39898966,800,59.36233062,Petrol,Automatic,Second,Red,Bangalore,296592,1,1,1,1,2,5,16,1582280.621
Hyundai,i20,2013,8.937211577,929.5685995,92.0763631,Petrol,Manual,Second,Red,Mumbai,138516,1,1,0,1,4,5,12,953894.8187
Kia,Seltos,2007,18.0424172,1898.953566,145.2921286,Diesel,,Second,Black,Chennai,118098,1,1,0,0,2,5,18,622836.5148
Skoda,Kushaq,2019,21.20292957,1533.76113,123.4510377,Petrol,Manual,Second,Blue,Bangalore,102924,1,0,0,1,4,5,6,1135793.11
Volkswagen,Polo,2013,16.22284555,2085.02387,185.0692099,Petrol,,First,Grey,Bangalore,280788,1,0,0,1,4,7,12,670377.1902
Ford,Figo,2021,12.30687849,1238.098547,114.2649318,CNG,Manual,First,Black,Hyderabad,84872,1,1,0,1,4,7,4,800838.7558
Toyota,Corolla,2017,17.91344918,1527.37206,138.8062823,Petrol,Manual,Second,Brown,Mumbai,83168,1,0,0,1,4,5,8,1082379.661
Mahindra,Bolero,2021,24.94918005,1553.773253,131.2918386,Petrol,Automatic,Second,Black,Mumbai,38260,1,1,1,1,4,5,4,1486993.82
Kia,Carens,2011,18.0687691,1064.18504,74.17290295,Petrol,Manual,Third,Black,Hyderabad,231224,0,1,1,1,5,5,14,210052.1436
Volkswagen,Polo,2007,19.57054974,2052.474293,166.8236946,Petrol,Manual,Third,Silver,Hyderabad,384300,1,1,0,1,4,7,18,1017046.311
Ford,Endeavour,2020,19.19210349,1251.474924,91.74670001,CNG,Manual,Second,,Chennai,59560,1,0,1,1,2,5,5,841524.4031
Toyota,Camry,2021,13.73009403,1547.244956,130.628479,Diesel,Manual,First,Blue,Chennai,95244,0,1,0,1,4,5,4,1390001.385
Tata,Punch,2024,22.91327133,2125.572336,184.1830877,Hybrid,Manual,Third,,Ahmedabad,15276,1,1,1,1,4,5,1,1227177.579
Kia,Sonet,2014,20.41310118,2129.119236,,Petrol,Automatic,First,Brown,Ahmedabad,87593,1,1,1,1,4,5,11,677418.1047
Kia,Seltos,2006,19.36438578,1611.218675,138.663932,Petrol,Manual,Fourth+,Silver,Delhi,140657,1,1,0,1,5,5,19,1016175.216
Ford,EcoSport,2000,16.96861722,1795.006707,,Diesel,Manual,First,Silver,Kolkata,260375,1,1,0,1,4,4,25,50000
Mercedes,E-Class,2012,22.80771903,1237.762469,97.81362449,Electric,Automatic,Second,,Ahmedabad,197418,0,0,0,1,4,5,13,2184181.695
Hyundai,Verna,2010,27.80604979,1621.159742,103.2057078,Diesel,Manual,First,Black,Ahmedabad,157575,0,1,1,0,4,5,15,664500.1488
Mahindra,Scorpio,2019,12.4688725,1247.888366,144.7006439,CNG,Manual,Third,Brown,Delhi,459816,1,1,0,1,5,7,6,8832642.842
Ford,EcoSport,2024,21.24382129,1948.417006,130.0439173,Petrol,Automatic,Third,Silver,Pune,13312,1,1,1,1,5,7,1,1181243.293
Hyundai,Creta,2005,14.81120088,1344.994827,85.16405548,Petrol,Manual,Second,Brown,Chennai,255500,0,1,1,1,4,5,20,53929.48348
Mercedes,GLA,2009,24.53748425,1513.523065,137.5321661,Petrol,,Third,White,Pune,281456,1,1,0,1,5,5,16,3563932.144
Skoda,Slavia,2004,17.71682005,1873.222389,,Petrol,Manual,First,Brown,Ahmedabad,483819,1,1,0,1,4,7,21,280236.6858
Mahindra,Scorpio,2002,,1690.204362,129.1358344,CNG,Manual,First,Grey,Ahmedabad,403075,1,1,0,1,5,5,23,348444.9225
Toyota,Corolla,2019,21.08347327,1116.730502,,CNG,Automatic,First,Brown,Mumbai,139002,0,0,1,1,4,5,6,630739.8686
Kia,Seltos,2019,18.96332202,1070.37031,80.61885021,Electric,Manual,First,White,Hyderabad,89412,0,0,0,1,5,4,6,623626.0415
Hyundai,Creta,2017,,1544.697702,152.9548678,Petrol,Manual,First,White,Mumbai,165632,0,0,0,1,4,5,8,500843.0424
Tata,Punch,2018,11.13903429,1890.186325,176.9088359,Petrol,Manual,Second,Black,Delhi,102305,1,1,0,1,2,5,7,818644.2207
Honda,City,2005,18.74961245,,79.63281247,Petrol,Manual,Third,Blue,Hyderabad,168680,1,1,2,1,5,5,20,296727.1849
Hyundai,Creta,2000,15.12491207,1017.838759,66.38496973,Diesel,Manual,First,White,Chennai,275700,0,0,0,1,2,4,25,50000
Audi,Q5,2007,21.39868275,1224.067355,110.9943922,Petrol,Automatic,First,Blue,Mumbai,247590,1,0,0,1,4,5,18,2040875.6
Volkswagen,Polo,2018,14.8656178,2060.256431,156.1185179,Electric,Automatic,First,Grey,Chennai,154868,1,1,0,1,4,7,7,1525916.981
BMW,3 Series,2000,17.90178986,1480.643173,,Petrol,Automatic,Fourth+,Brown,Mumbai,324625,1,1,1,1,4,5,25,1875351.782
Tata,Punch,2022,10.14244838,1901.343939,140.9901887,CNG,Automatic,Third,White,Mumbai,51843,1,1,1,1,4,5,3,1114864.823
Skoda,Kushaq,2001,16.36931402,1107.020202,119.9035084,Petrol,Manual,First,White,Bangalore,184176,0,1,0,1,4,5,24,434454.5265
Skoda,Kushaq,2013,19.22433169,1745.936493,151.7305997,,Automatic,First,Black,Kolkata,284892,1,1,0,1,4,7,12,973201.9218
Mahindra,XUV700,2024,22.22111979,800,81.54707256,Diesel,Automatic,Second,Brown,Bangalore,22611,1,1,0,1,4,7,1,669961.1855
Skoda,Kushaq,2011,15.87332602,1876.839917,150.9914912,Diesel,Automatic,First,Brown,Pune,121646,1,1,0,1,4,5,14,1227323.413
Nissan,Kicks,2022,16.27228331,1759.730355,157.168842,Petrol,Manual,First,Grey,,46023,1,1,0,1,4,5,3,774024.1728
Mercedes,E-Class,2024,25.09449369,1089.388643,74.63179632,Diesel,,First,,Chennai,24480,1,1,0,1,5,5,1,2342668.893
Skoda,Kushaq,2022,21.09268365,1289.319305,89.5899055,CNG,Manual,Second,Red,Bangalore,53400,1,1,0,0,4,5,3,1097937.491
Kia,Seltos,2021,21.68892284,1780.937879,151.3058213,Petrol,Manual,First,Red,Ahmedabad,78880,1,0,1,1,5,4,4,1269335.093
BMW,3 Series,2020,17.34010413,1456.677303,119.7364625,Diesel,Manual,First,Brown,Hyderabad,103615,1,0,0,1,5,5,5,1394051.954
Volkswagen,Polo,2006,20.59608576,1534.177889,140.6855971,,,First,Black,Hyderabad,151734,1,1,0,1,4,5,19,799207.5165
Kia,Carens,2022,12.34430984,1286.114915,,Petrol,Manual,First,Grey,Ahmedabad,31482,1,1,0,1,5,5,3,1561155.008
Audi,Q3,2016,,1199.436954,108.7129584,Electric,Manual,Third,Red,Hyderabad,73395,1,1,1,1,4,4,9,1426227.172
Volkswagen,Polo,2012,13.51698002,1879.736753,155.3541927,Petrol,,First,Red,Bangalore,223613,1,1,0,1,4,5,13,895968.7139
Mahindra,Bolero,2011,16.37235968,1048.128054,47.87830384,CNG,Manual,First,Silver,Mumbai,193662,1,1,0,1,4,5,14,548461.5022
Toyota,Corolla,2005,,800,,Petrol,Automatic,First,Brown,Hyderabad,296820,0,1,0,1,4,5,20,50000
Tata,Nexon,2012,17.91719999,1670.780015,140.1511482,Petrol,Manual,Second,Red,Kolkata,203294,1,0,0,1,5,5,13,50000
Nissan,Magnite,2009,19.25712452,1142.29422,124.2225166,Petrol,Manual,Fourth+,Grey,Chennai,204656,1,1,0,1,4,2,16,875734.5865
Honda,Civic,2014,19.02409935,1395.60053,84.57173777,CNG,Manual,First,Brown,,180180,0,1,0,1,4,5,11,1037930.093
Hyundai,Verna,2023,17.47608573,800,49.72220179,Petrol,Manual,First,Blue,Delhi,45726,1,1,0,1,2,5,2,619615.9156
Mahindra,XUV700,2021,20.2089782,1393.764027,72.91126973,Petrol,Automatic,First,Red,Mumbai,26204,1,1,0,1,4,4,4,753241.7341
Kia,Seltos,2018,13.24173692,1571.281287,132.8643094,Petrol,Manual,First,Blue,Delhi,80598,1,1,1,1,4,5,7,894429.3197
Skoda,Octavia,2019,26.73729804,1930.924649,183.3971238,Petrol,Manual,First,,Mumbai,91794,1,1,0,1,5,5,6,1426510.526
Ford,Endeavour,2023,17.28371731,1353.942875,109.0967924,,Automatic,First,White,Bangalore,32062,1,1,0,1,4,5,2,1392450.118
Audi,Q3,2020,23.29650338,1236.30702,120.7222104,Petrol,Automatic,First,Red,Mumbai,76025,1,1,2,1,5,5,5,3402341.38
BMW,X1,2022,13.84021225,1722.869069,125.9528067,Diesel,Automatic,Second,White,Bangalore,32067,1,0,0,1,2,4,3,2435894.684
Skoda,Octavia,2024,22.68674998,1672.710266,139.3076508,Petrol,Manual,Second,,Mumbai,9228,1,1,0,1,4,7,1,1856266.563
Tata,Nexon,2022,20.82606611,1208.520906,104.4106082,Diesel,Manual,First,Brown,Bangalore,56646,1,1,0,1,4,7,3,510870.9626
Kia,Carens,2014,19.90601397,1054.818081,83.53765162,Petrol,Manual,Third,Grey,Pune,256773,1,1,1,1,4,5,11,50000
Kia,Sonet,2004,17.5840413,1639.176604,94.06414636,Diesel,Manual,First,Black,Chennai,227451,1,1,0,1,5,5,21,912944.5794
Hyundai,i20,2008,20.79665224,2094.905015,171.094591,Diesel,Manual,First,Blue,,165376,1,1,0,1,4,5,17,879696.5422
Volkswagen,Virtus,2001,24.16784929,,102.5470693,CNG,Automatic,Second,Silver,Bangalore,120528,1,1,0,1,4,5,24,1076865.009
Mahindra,XUV700,2011,,1262.343966,,Diesel,Automatic,First,Red,Mumbai,290066,1,1,1,1,4,4,14,50000
BMW,X3,2002,17.55880468,1929.149553,133.6493493,Diesel,Automatic,First,Brown,Hyderabad,186047,1,1,0,1,5,5,23,2998384.222
Volkswagen,Taigun,2015,18.5148837,2058.981932,177.234104,Diesel,Manual,First,Black,Mumbai,246000,0,1,0,1,4,5,10,1276838.763
Tata,Harrier,2004,12.75562726,987.8676384,52.69586216,Petrol,Automatic,Fourth+,White,Bangalore,124530,1,1,1,1,4,4,21,500419.6667
Tata,Punch,2001,16.76166261,1313.521491,85.02909419,Petrol,Automatic,First,Silver,Chennai,434640,1,1,0,1,4,5,24,50000
BMW,X3,2022,20.10539737,1436.531664,79.04787817,Petrol,Manual,First,Grey,Mumbai,53034,1,0,0,0,4,5,3,3573504.373
Volkswagen,Virtus,2008,,1342.385962,124.5019989,CNG,Manual,First,Red,,408425,1,1,0,1,4,5,17,50000
Honda,Amaze,2012,19.15369981,1533.163602,120.0174285,Petrol,Manual,Second,Blue,Delhi,264888,1,1,0,1,5,5,13,728935.8271
Ford,Figo,2001,21.04487574,1148.290097,55.1221835,Diesel,Automatic,First,Silver,Bangalore,219456,1,0,0,0,4,7,24,50000
Audi,Q3,2012,18.69669765,1953.917121,158.0937086,Petrol,Manual,First,Silver,Ahmedabad,275405,1,1,0,1,4,4,13,2544399.582
Skoda,Kushaq,2008,21.41131118,1411.419977,132.2882199,Diesel,,Fourth+,Blue,Delhi,159834,1,1,0,1,4,7,17,1050471.437
Tata,Punch,2005,17.09888429,1718.416071,126.2773406,Petrol,Manual,First,Blue,Pune,481100,1,0,0,1,4,5,20,310455.8544
Audi,Q5,2000,27.95014829,1814.511342,176.2330528,CNG,Automatic,First,White,Chennai,607275,1,1,0,1,4,5,25,841207.0151
Honda,Civic,2019,19.43178323,1513.685348,138.0514158,Diesel,,Second,Grey,Pune,42306,1,1,0,1,4,5,6,566014.8296
Volkswagen,Virtus,2018,19.58934747,1243.202665,,hybridd,Manual,First,,Chennai,37380,1,1,1,1,4,5,7,396762.7348
Mahindra,Scorpio,2006,20.07333234,1024.045641,,Petrol,Manual,Second,Black,Bangalore,414314,1,1,0,1,2,7,19,50000
Nissan,Magnite,2008,17.68681257,1839.938308,151.4398754,Petrol,Automatic,Second,Brown,Chennai,241145,0,1,0,1,5,5,17,50000
Honda,Civic,2023,13.13526047,875.7641054,49.68851341,Diesel,Manual,First,Brown,Chennai,37716,1,1,0,1,4,5,2,771491.5921
Mercedes,E-Class,2009,,1178.490713,110.9990279,,,First,Grey,Ahmedabad,114208,1,1,1,1,5,5,16,3434536.857
Honda,City,2004,30.51754283,2067.51889,168.0736242,Petrol,Automatic,First,Blue,Pune,310128,0,1,0,1,4,5,21,50000
Toyota,Corolla,2002,17.74036259,1217.852787,94.92245004,Diesel,,First,Red,Bangalore,249826,1,1,0,1,5,4,23,74706.89162
Hyundai,Creta,2006,12.47901389,1284.715554,47.06392595,Diesel,Automatic,First,Red,Delhi,349733,1,1,0,1,4,5,19,50000
Audi,A4,2020,17.60495394,1171.224391,113.6327295,Electric,Manual,First,Blue,Bangalore,41020,1,1,0,1,4,5,5,2798165.744
Skoda,Slavia,2018,,,116.9748249,Electric,Automatic,First,Brown,Pune,121723,1,1,0,1,5,4,7,1048057.537
Hyundai,i20,2019,21.1819692,1848.841633,152.1676797,Petrol,Manual,First,Blue,Hyderabad,117408,1,0,0,1,4,5,6,1090308.286
Mercedes,GLA,2006,16.74858999,1561.325228,107.3398899,Petrol,Manual,First,Red,Pune,422294,1,0,0,1,4,4,19,1503311.915
Mahindra,Scorpio,2002,13.97883667,1623.915119,114.2602052,Diesel,Manual,First,Silver,Chennai,533186,1,1,1,1,4,5,23,109195.396
Toyota,Camry,2019,15.98708946,1291.913085,90.1017548,Diesel,Manual,Second,White,Chennai,128220,1,0,0,1,5,5,6,1120577.227
Audi,A4,2009,20.70501553,1475.384183,87.30105272,Hybrid,Automatic,First,Brown,Ahmedabad,377760,1,1,0,1,5,5,16,1924935.745
Mahindra,Scorpio,2010,17.49147981,1258.159156,102.9923572,,Automatic,First,Silver,Delhi,271140,1,0,0,1,4,5,15,594558.0934
Mahindra,Scorpio,2001,26.30848506,961.9491918,,Diesel,Manual,Third,Black,Pune,432168,1,1,1,1,5,5,24,382060.3761
Audi,A4,2003,18.71937981,1344.361981,134.4168103,Diesel,Manual,First,Black,Mumbai,215952,1,1,0,1,4,5,22,2829015.715
Mahindra,XUV700,2022,19.54320568,,,Petrol,Automatic,First,Black,Mumbai,116634,1,0,0,1,4,5,3,2387758.626
Skoda,Slavia,2023,14.92358422,1038.02508,93.75515018,CNG,Automatic,Second,Blue,Ahmedabad,19578,1,1,0,1,4,5,2,1541416.797
Audi,A4,2004,,1285.520241,96.97931811,Electric,,Second,Blue,Hyderabad,135429,1,1,1,1,4,5,21,1413817.02
Audi,A4,2003,12.41812945,2043.273236,151.4245739,Petrol,Manual,First,Silver,Bangalore,373428,1,0,0,1,4,5,22,739586.7989
Kia,Sonet,2002,24.61269078,2356.995116,149.7630691,Electric,Manual,Second,Brown,Chennai,390931,1,0,0,1,4,7,23,347512.2264
Volkswagen,Taigun,2018,22.89475182,1592.125966,,Petrol,Automatic,First,Red,Hyderabad,127260,1,0,1,1,4,7,7,414879.3556
Volkswagen,Polo,2015,21.21340426,1940.970348,119.2739133,,Manual,First,Silver,Hyderabad,149120,1,1,0,1,4,5,10,441602.2373
Audi,Q5,2002,15.90148869,1658.837125,141.2609992,Diesel,Automatic,First,Brown,,468510,1,0,0,1,4,5,23,2053871.414
Mercedes,E-Class,2011,16.76115861,1344.212917,101.8058739,Petrol,Manual,Third,Red,Delhi,300398,1,1,0,1,5,5,14,1954161.437
Kia,Seltos,2004,21.30333051,1534.207183,127.632193,Petrol,Manual,First,Brown,Delhi,188979,1,1,0,1,5,5,21,450926.5552
Honda,City,2016,20.69457482,1380.342745,,CNG,Manual,First,Brown,Mumbai,201519,0,0,0,1,4,5,9,166373.1697
Audi,Q5,2013,19.52238681,1134.282661,88.21333083,Diesel,Automatic,Second,Brown,Delhi,173100,1,1,0,1,5,7,12,1261893.903
Toyota,Camry,2024,24.7316051,1437.671663,127.7384274,Hybrid,Automatic,Third,Silver,Hyderabad,5883,1,1,0,1,4,5,1,1119329.008
Audi,Q5,2007,15.24448552,965.7255551,81.59549204,Petrol,Manual,Second,Black,Bangalore,194166,1,1,1,1,5,5,18,1166404.96
Audi,Q3,2020,25.48823155,2300.570288,179.9409938,Diesel,Automatic,First,Brown,Mumbai,96015,1,1,0,1,4,5,5,1666034.315
Skoda,Octavia,2009,24.79223782,1391.329118,120.2911626,CNG,Manual,Second,Red,Ahmedabad,83296,1,1,1,1,4,4,16,552130.4781
Mahindra,Scorpio,2013,19.68087702,,72.30044363,Petrol,Manual,First,Black,Delhi,278604,1,1,1,1,5,5,12,501606.064
Tata,Harrier,2007,15.03563787,1838.502693,142.43778,Petrol,Manual,First,Blue,Bangalore,164448,1,1,0,1,4,5,18,300593.8923
Mahindra,XUV700,2018,16.89850041,1664.975154,164.5509173,CNG,Manual,Third,Silver,Hyderabad,162589,1,1,2,0,4,4,7,889210.2413
Hyundai,i20,2022,,,149.3307862,,Manual,First,Silver,Ahmedabad,47679,1,0,1,1,4,5,3,1144947.221
Tata,Nexon,2015,24.62118151,1545.246231,101.6977766,Petrol,Manual,First,Black,Chennai,65150,1,1,0,1,4,5,10,1365348.942
Volkswagen,Virtus,2009,20.03021642,800,55.89927103,Diesel,Manual,First,Brown,Mumbai,253168,1,1,0,1,4,5,16,50000
Kia,Sonet,2000,23.4535465,,85.79052679,Petrol,Automatic,First,Grey,Ahmedabad,301925,1,1,1,1,5,5,25,293254.148
Hyundai,Verna,2018,15.573956,,166.0761841,Petrol,Manual,First,Black,Pune,38612,1,0,0,1,5,5,7,877395.5462
Ford,Endeavour,2017,21.4881487,1425.431959,108.3463634,Diesel,Manual,First,Brown,Mumbai,142696,1,1,1,1,4,5,8,493362.7667
Nissan,Magnite,2022,20.24370255,1478.091903,92.03371164,,Manual,First,Blue,Mumbai,60543,1,0,0,1,5,7,3,838287.1016
Skoda,Kushaq,2008,22.35369493,1945.154311,186.3669055,Diesel,Manual,First,Blue,Pune,344692,1,0,0,1,4,5,17,164344.2068
Volkswagen,Polo,2003,23.10163567,2370.484608,184.7477057,Petrol,Automatic,Second,,Kolkata,203148,1,1,0,1,4,5,22,1019222.326
Audi,Q5,2024,26.9704425,1223.478663,115.6456997,Hybrid,Automatic,Second,White,Mumbai,15082,1,1,0,1,2,5,1,3548378.33
Tata,Punch,2024,19.83259896,1197.04995,89.13068167,Petrol,Automatic,Second,Red,Kolkata,17564,1,1,0,1,4,5,1,620036.868
Volkswagen,Taigun,2006,25.37777533,,173.6647242,electrik,Manual,Second,Black,Ahmedabad,220210,1,0,0,1,2,5,19,610665.4477
Ford,Endeavour,2008,10.78635843,965.3030832,82.08168942,Petrol,Manual,Second,Red,Pune,194157,1,0,0,1,5,5,17,313710.108
Audi,A4,2015,18.57410627,1153.747045,76.29574168,Diesel,Manual,First,Grey,Hyderabad,199760,1,0,0,0,4,5,10,2956434.329
Nissan,Magnite,2017,17.88622315,1866.968485,172.8227911,Petrol,Manual,Second,Brown,Hyderabad,80808,1,1,1,1,4,7,8,516417.844
Mahindra,Bolero,2019,19.25473078,2028.764045,179.5428244,CNG,Automatic,First,Blue,,124968,0,0,2,1,5,7,6,523104.8497
Nissan,Kicks,2019,20.37793063,1115.948505,97.74679525,Diesel,Manual,First,,Pune,58746,1,1,1,1,5,5,6,1053321.251
Nissan,Sunny,2014,17.77521272,1283.222209,117.8072407,Electric,Manual,Second,White,Hyderabad,79629,1,0,0,1,4,5,11,320269.0715
Ford,Figo,2014,,,132.4577428,Diesel,Manual,Fourth+,Brown,Ahmedabad,142945,1,1,0,1,4,7,11,344060.1633
Tata,Punch,2013,17.52184313,800,84.65992873,Hybrid,Manual,First,Silver,Hyderabad,288348,1,1,1,1,5,5,12,525270.6413
Mercedes,GLA,2002,23.82769102,1941.999923,,,Manual,First,White,Hyderabad,462990,0,1,0,0,5,5,23,3098993.996
Volkswagen,Polo,2006,21.76769653,800,60.39505625,CNG,Manual,First,White,Mumbai,206188,1,1,0,1,5,5,19,50000
BMW,X3,2012,22.38281937,1435.918976,116.3208269,Diesel,Manual,Second,Brown,,226031,1,1,0,1,4,5,13,2569278.835
BMW,3 Series,2007,16.7073685,,143.5629581,Diesel,Automatic,First,Blue,,189594,1,1,0,1,5,5,18,1980238.774
BMW,X1,2006,,800,27.06781128,Diesel,Manual,Third,Blue,Bangalore,380323,1,1,0,1,4,5,19,2088092.71
Tata,Punch,2014,16.37591133,1867.698228,153.0635022,Petrol,,Third,Silver,,261184,1,1,0,1,5,4,11,834632.9072
Skoda,Slavia,2004,,1767.004945,172.5910672,Electric,Manual,Second,Blue,Pune,222894,1,1,0,1,4,5,21,323661.7083
Honda,Civic,2003,14.32230766,,110.6452721,Petrol,Automatic,First,Blue,Hyderabad,248776,1,0,0,1,4,5,22,424961.5411
Mercedes,GLA,2004,22.84587349,1733.088934,125.9011613,,,Second,Silver,Kolkata,382683,1,1,1,1,4,7,21,1603840.209
Volkswagen,Taigun,2011,16.03981322,1611.102195,128.243255,Hybrid,Manual,First,Brown,Chennai,232414,0,1,0,1,4,5,14,517985.5521
Kia,Seltos,2002,,1606.271025,127.6138023,Petrol,Manual,Third,White,Mumbai,323035,1,0,1,1,5,5,23,216187.4929
Skoda,Kushaq,2011,19.64660507,1757.527828,125.9783301,,Manual,First,Red,Hyderabad,169918,1,0,0,1,4,5,14,855974.7613
Nissan,Sunny,2017,25.82977789,1329.610714,109.4972755,Petrol,Manual,First,Grey,Mumbai,135064,1,0,0,1,4,5,8,658180.0947
BMW,3 Series,2024,13.60744313,1352.122041,110.5220313,Electric,Automatic,First,Black,Delhi,9429,1,1,1,1,4,7,1,1619601.45
Ford,Figo,2022,14.66643969,1921.270909,146.2108363,CNG,Automatic,Second,Black,Kolkata,56055,1,1,0,1,5,5,3,1279901.405
Kia,Carens,2006,9.958781146,1894.050589,129.1684238,Petrol,Manual,Fourth+,Silver,Bangalore,185573,1,1,1,1,4,7,19,1241440.057
Audi,A4,2016,,2317.218873,136.3937142,Petrol,Automatic,First,Red,Kolkata,54180,0,1,0,1,5,5,9,1761541.364
Honda,Civic,2023,21.07093373,1339.447832,105.8119995,,,First,Blue,Pune,14016,1,1,0,1,2,7,2,1069590.261
Nissan,Sunny,2015,12.79548997,2245.699907,157.4967585,Petrol,Manual,First,,Pune,107980,1,0,1,1,5,5,10,997462.2524
Toyota,Camry,2000,12.51366862,1966.498975,159.3641351,CNG,Automatic,First,White,Ahmedabad,249125,0,0,0,0,4,5,25,561639.1215
Volkswagen,Polo,2001,18.86222551,2122.183563,165.1699472,CNG,Automatic,Second,,Chennai,576504,0,1,1,1,2,7,24,415520.0623
Audi,Q3,2013,13.83258251,959.888867,41.02486655,Petrol,Automatic,First,,Kolkata,239304,1,1,0,1,2,5,12,1497609.872
Ford,Figo,2017,16.68424604,,127.4061228,Hybrid,Manual,Fourth+,Black,Delhi,60600,1,1,0,1,4,5,8,1347324.267
Mahindra,XUV700,2008,16.43028201,800,,Diesel,Manual,Second,Blue,Hyderabad,212143,1,1,0,1,5,5,17,849591.0237
Toyota,Camry,2021,14.2368184,1255.918384,108.545283,Petrol,Manual,Fourth+,White,Ahmedabad,98996,1,0,0,1,4,4,4,690297.7908
Mercedes,GLA,2020,20.88751443,1108.759073,93.50847864,Petrol,Automatic,First,,Mumbai,118225,0,1,0,1,5,5,5,2854389.496
Volkswagen,Taigun,2014,15.82158348,938.4862948,76.35831869,Petrol,Manual,Second,White,Bangalore,143473,1,1,1,1,4,5,11,531454.5083
Ford,EcoSport,2013,16.60210339,1587.650601,121.1471679,Diesel,Manual,First,Blue,Ahmedabad,152808,1,1,0,0,5,4,12,608185.2387
Mahindra,Bolero,2021,27.89216625,2471.903881,191.672289,Petrol,Manual,First,Black,Ahmedabad,26372,0,1,0,1,4,5,4,729517.751
Mercedes,E-Class,2023,16.58759,1283.287718,124.4128105,Petrol,Automatic,First,White,Kolkata,25254,1,1,0,1,4,5,2,4091807.596
Skoda,Kushaq,2010,17.92335367,1673.106419,112.9593659,Diesel,Manual,First,Silver,Delhi,151860,1,1,0,1,4,4,15,807384.0058
Skoda,Slavia,2007,21.72862864,1721.938814,137.8231755,Hybrid,,First,,Delhi,442044,1,1,1,1,2,7,18,760148.7139
Hyundai,Verna,2009,14.76983766,1843.149903,129.75249,Diesel,,First,,Chennai,208368,1,0,1,0,4,5,16,308799.8273
Honda,City,2021,21.33704081,1450.580923,68.72904652,Diesel,Automatic,Second,Silver,Ahmedabad,77784,1,1,0,0,4,5,4,522168.9923
Nissan,Sunny,2000,,1283.921059,101.1924866,Petrol,Automatic,First,,Chennai,592975,1,1,1,1,5,5,25,50000
Tata,Punch,2006,20.32651261,1449.258601,122.9892751,CNG,Manual,Second,,Bangalore,438026,1,1,0,1,5,5,19,144432.1733
Kia,Seltos,2023,15.29808819,,143.5272003,Diesel,Manual,First,Grey,Ahmedabad,43068,1,1,0,1,5,5,2,1548304.782
Nissan,Sunny,2006,17.97610292,1708.572944,104.7629657,Diesel,Manual,First,Blue,,452827,1,1,0,1,5,4,19,297761.9536
Kia,Sonet,2007,18.33278052,1448.041725,123.5086301,Petrol,Manual,First,Black,Pune,386298,1,1,0,1,4,7,18,50000
Toyota,Camry,2007,18.2332657,1089.847318,,,Automatic,Second,Blue,Mumbai,223398,1,0,1,1,4,5,18,505758.5186
Nissan,Kicks,2022,15.1155316,,60.77825072,Petrol,Manual,Second,Blue,Ahmedabad,15984,1,1,0,1,5,5,3,653399.0089
Volkswagen,Polo,2000,11.12785221,800,41.17431497,Diesel,Manual,First,Blue,Chennai,163475,0,1,0,1,4,5,25,452808.978
Toyota,Yaris,2020,21.88349381,1340.569335,124.7890286,Petrol,Manual,First,White,Pune,40110,1,1,0,1,5,7,5,1250761.138
Skoda,Slavia,2022,19.97925326,1178.589441,87.59616291,Diesel,,Third,Red,Chennai,19998,1,0,1,1,4,5,3,701177.1083
Hyundai,i20,2016,,1440.67469,116.6578212,Petrol,Manual,First,Blue,Ahmedabad,94896,1,1,1,0,4,5,9,664282.041
Volkswagen,Taigun,2004,12.30932187,,100.8204378,Petrol,Automatic,Third,Black,Ahmedabad,203469,1,1,1,0,4,7,21,774543.2057
Tata,Punch,2007,21.26863181,,73.61436272,Petrol,Automatic,First,Black,Bangalore,204750,1,0,0,1,4,5,18,600678.6475
Skoda,Slavia,2009,24.2181837,2440.920933,219.1763048,Hybrid,,Fourth+,Brown,Ahmedabad,341008,1,1,0,1,5,5,16,527587.1699
Toyota,Corolla,2015,14.75370929,,75.86648186,Diesel,Manual,First,White,Chennai,190210,0,1,0,1,4,7,10,546900.342
BMW,X3,2018,12.11757026,1275.787829,111.5411436,Petrol,Manual,Second,Grey,Hyderabad,69776,1,1,0,0,5,5,7,2734356.119
Mahindra,Bolero,2019,,1995.241215,169.3741556,Petrol,,First,Grey,Kolkata,114510,1,0,0,1,5,7,6,752009.1176
Tata,Nexon,2003,21.40549501,1653.295347,138.8729555,Diesel,Automatic,First,Black,Mumbai,326238,1,1,0,1,5,5,22,182154.5936
Nissan,Sunny,2004,19.73508815,1343.164973,95.36829906,Diesel,Automatic,Third,Black,Chennai,503937,1,1,1,1,4,7,21,50000
Mahindra,Bolero,2005,22.13582501,1379.474269,96.29619648,Petrol,Automatic,Second,Black,Bangalore,242420,0,1,0,1,5,5,20,289975.241
Mercedes,E-Class,2020,14.11641639,1503.060282,123.0277221,,Manual,First,Silver,Ahmedabad,124150,1,1,0,1,4,5,5,1836392.267
Honda,Civic,2023,19.40265848,1800.362824,136.7278861,petrol,Automatic,First,White,Delhi,43582,1,1,1,1,5,5,2,1050875.456
Volkswagen,Virtus,2013,17.72092274,1209.534144,133.229872,Hybrid,Manual,Second,Red,Bangalore,291348,1,1,0,1,5,4,12,812410.8106
